"=""1o. Agrupamento""";"=""2o. Agrupamento""";"=""3o. Agrupamento""";"=""4o. Agrupamento""";"=""5o. Agrupamento""";"=""Chave ¹   Ch Criação ²""";"=""Emissão""";"=""Dias Entrega""";"=""Classe""";"=""Estabelecimento""";"=""Loc Escrit""";"=""Recurso""";"=""Observação""";"=""Núcleo""";"=""Qde Ped""";"=""Unitário""";"=""Desc Venda""";"=""% Venda""";"=""Desc Item""";"=""% Item""";"=""Total""";"=""Qde Atend""";"=""Qde Canc""";"=""Qde Pend""";"=""Baixa""";"=""Movimentação""";"=""DP""";"=""Tipo""";"=""Número""";"=""Qde Baixa""";"=""Op. Vinculada"""
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MPC Diversos Outros""";"=""27/09/2024""";"=""91649910 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200295 - TRILHO DA CORRENTE EM UHMW 11 X 34 X 1200 MM CÓD. DES. 028397""";"=""COMP: 1200MM""";"=""Almox Central""";"120";"109,27";"0";"0";"0";"0";"14423,64";"0";"0";"120";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MPC Diversos Outros""";"=""30/09/2024""";"=""92060223 ¹  92060222 ²  """;"=""11/09/2024""";"11";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200411 - DISCO TECNIL 280 X 30MM P/ MÁQ. DE COLHEITA""";;"=""Almox Central""";"45";"187,89";"0";"0";"0";"0";"9004,62";"0";"0";"45";;;;;;;
"=""SDE""";"=""SP""";"=""POINTSEALS VEDACOES HIDRA - Pointseals Vedacoes Hidraulicas E Pneumaticas Ltda""";"=""MPC ABP Anéis""";"=""19/09/2024""";"=""90279386 ¹  90279385 ²  """;"=""26/06/2024""";"0";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210158 - ANEL O-RING 2-342""";"=""POINT 4248""";"=""Almox Central""";"150";"6,5";"0";"0";"0";"0";"1035,57";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""POINTSEALS VEDACOES HIDRA - Pointseals Vedacoes Hidraulicas E Pneumaticas Ltda""";"=""MPC ABP Anéis""";"=""19/09/2024""";"=""90279387 ¹  90279385 ²  """;"=""26/06/2024""";"0";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210011 - ANEL O'RING 2-244""";"=""POINT 11034""";"=""Almox Central""";"50";"4";"0";"0";"0";"0";"212,43";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""POLYTUBOS - POLYTUBOS PRODS. SIDERÚRGICOS LTDA.""";"=""MP Tubos Quadrados""";"=""27/09/2024""";"=""92060097 ¹  91981808 ²  """;"=""10/09/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""134035 - TUBO QDR    40,00 X 4MM""";"=""60 pçs""";"=""Almox Central""";"1558";"8,5";"0";"0";"0";"0";"13905,15";"0";"0";"1558";;;;;;;
"=""SDE""";"=""SP""";"=""PROMETEON TYRE GROUP - T3 - Prometeon Tyre Group Industria Brasil Ltda.""";"=""MPC PR Pneus e Camaras""";"=""25/09/2024""";"=""91962858 ¹  91962852 ²  """;"=""06/09/2024""";"6";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""268150 - PNEU 7.50-16 IMPL (16TT 10PR RA45)""";"=""Pirelli""";"=""Almox Central""";"150";"492,09";"0";"0";"0";"0";"74773,08";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""RCM FERRAMENTAS - Rcm Importadora de Ferraas Ltda""";"=""MFA Laminas de Serra p Maq Automatica""";"=""21/11/2024""";"=""90286674 ¹  90286673 ²  """;"=""27/06/2024""";"63";"=""C P Consumo Imp c IPI""";"=""Cemag""";"=""Matriz""";"=""647471 - SERRA EM FITA PB II - 27-  3-4  C/ 3,66M""";"=""SERRA ALEMÃ SUPERIOR C/ GRAVAÇÃO""";"=""Almox Central""";"20";"146,4";"0";"0";"0";"0";"3080,26";"0";"0";"20";;;;;;;
"=""SDE""";"=""SP""";"=""RCM FERRAMENTAS - Rcm Importadora de Ferraas Ltda""";"=""MFA Laminas de Serra p Maq Automatica""";"=""21/11/2024""";"=""90286675 ¹  90286673 ²  """;"=""27/06/2024""";"63";"=""C P Consumo Imp c IPI""";"=""Cemag""";"=""Matriz""";"=""647433 - SERRA EM FITA PB - 1""""   4-6 VPR""";"=""SERRA ALEMÃ SUPERIOR C/ GRAVAÇÃO""";"=""Almox Central""";"20";"146,4";"0";"0";"0";"0";"3080,26";"0";"0";"20";;;;;;;
"=""SDE""";"=""SP""";"=""REI FIX - Fixocentro Atacadista de Peças Industriais Ltda""";"=""MPC Diversos Outros""";"=""03/09/2024""";"=""90891707 ¹  90891705 ²  """;"=""29/07/2024""";"-16";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""222185 - PINO TRAVA C/ ARG. 3/8"""" X 2"""" - ZA.""";;"=""Almox Central""";"2400";"2";"0";"0";"0";"0";"4956";"0";"0";"2400";;;;;;;
"=""SDE""";"=""SP""";"=""REI FIX - Fixocentro Atacadista de Peças Industriais Ltda""";"=""MPC Diversos Outros""";"=""25/09/2024""";"=""91268437 ¹  91268435 ²  """;"=""12/08/2024""";"6";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222185 - PINO TRAVA C/ ARG. 3/8"""" X 2"""" - ZA.""";;"=""Almox Central""";"3000";"2";"0";"0";"0";"0";"6195";"0";"0";"3000";;;;;;;
"=""SDE""";"=""SP""";"=""REI FIX - Fixocentro Atacadista de Peças Industriais Ltda""";"=""MPC MDC Cabos Aço Clips""";"=""25/09/2024""";"=""91268436 ¹  91268435 ²  """;"=""12/08/2024""";"6";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222356 - GRAMPO R 4,5 X 80 ZB""";;"=""Almox Central""";"2000";"1,15";"0";"0";"0";"0";"2449,5";"0";"0";"2000";;;;;;;
"=""SDE""";"=""SP""";"=""RODABRAS - Rodabras Ind. Bras. de Rodas E Autopeças Ltda.""";"=""MPC PR Rodas e Aros""";"=""30/08/2024""";"=""90640603 ¹  90640596 ²  """;"=""16/07/2024""";"-20";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""214105 - RODA 6 FUROS RD (PARAF. 5/8)""";"=""1100109 | 5x 36 und""";"=""Almox Central""";"180";"295,94";"0";"0";"0";"0";"55000,45";"0";"0";"180";;;;;;;
"=""SDE""";"=""SP""";"=""RODABRAS - Rodabras Ind. Bras. de Rodas E Autopeças Ltda.""";"=""MPC PR Rodas e Aros""";"=""30/08/2024""";"=""90875860 ¹  90875859 ²  """;"=""24/07/2024""";"-20";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""214105 - RODA 6 FUROS RD (PARAF. 5/8)""";"=""1100109 | 5x 36 und""";"=""Almox Central""";"180";"295,94";"0";"0";"0";"0";"55000,45";"0";"0";"180";;;;;;;
"=""SDE""";"=""SP""";"=""RODABRAS - Rodabras Ind. Bras. de Rodas E Autopeças Ltda.""";"=""MPC PR Rodas e Aros""";"=""02/09/2024""";"=""90875878 ¹  90875877 ²  """;"=""24/07/2024""";"-17";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""214104 - RODA 6 FUROS RS (PARAF. 1/2)""";"=""1100023 - 42 palete""";"=""Almox Central""";"210";"217,39";"0";"0";"0";"0";"47135,59";"0";"0";"210";;;;;;;
"=""SDE""";"=""SP""";"=""SINCOM IMP E EXP - Sincom Importação E Exportação Ltda""";"=""MPC PR Pneus e Camaras""";"=""19/09/2024""";"=""90325281 ¹  90325280 ²  """;"=""28/06/2024""";"0";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""218455 - CAMARA AR 750X16 (16"""" L430)""";"=""Coml.Leve/Agricola Radial 7.00-16, 7.00/7.50-16 TR-15  PITO CURTO""";"=""Almox Central""";"500";"41,85";"0";"0";"0";"0";"21197,03";"0";"0";"500";;;;;;;
"=""SDE""";"=""SP""";"=""SINCOM IMP E EXP - Sincom Importação E Exportação Ltda""";"=""MPC PR Pneus e Camaras""";"=""17/10/2024""";"=""90325307 ¹  90325306 ²  """;"=""28/06/2024""";"28";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""218455 - CAMARA AR 750X16 (16"""" L430)""";"=""Coml.Leve/Agricola Radial 7.00-16, 7.00/7.50-16 TR-15  PITO CURTO""";"=""Almox Central""";"500";"41,85";"0";"0";"0";"0";"21197,03";"0";"0";"500";;;;;;;
"=""SDE""";"=""SP""";"=""SINCOM IMP E EXP - Sincom Importação E Exportação Ltda""";"=""MPC PR Pneus e Camaras""";"=""14/11/2024""";"=""90334825 ¹  90334824 ²  """;"=""28/06/2024""";"56";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""218455 - CAMARA AR 750X16 (16"""" L430)""";"=""Coml.Leve/Agricola Radial 7.00-16, 7.00/7.50-16 TR-15  PITO CURTO""";"=""Almox Central""";"500";"41,85";"0";"0";"0";"0";"21197,03";"0";"0";"500";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271728 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210161 - ANEL RASPADOR D-2375""";;"=""Almox Central""";"150";"6,65";"0";"0";"0";"0";"1094,76";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271721 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210026 - ANEL O'RING 2-045 (USAR PARKER)""";;"=""Almox Central""";"300";"0,95";"0";"0";"0";"0";"299,82";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271722 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210027 - ANEL O'RING 2-026""";;"=""Almox Central""";"300";"0,13";"0";"0";"0";"0";"41,03";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271725 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210019 - ANEL GUIA MOLYGARD 6W2-2612-500""";;"=""Almox Central""";"150";"23";"0";"0";"0";"0";"3629,4";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271726 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210028 - ANEL O'RING 2-029""";;"=""Almox Central""";"150";"0,14";"0";"0";"0";"0";"22,09";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271727 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210029 - ANEL O'RING 2-047 (USAR PARKER)""";;"=""Almox Central""";"150";"1,05";"0";"0";"0";"0";"165,69";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""26/09/2024""";"=""90271731 ¹  90271719 ²  """;"=""26/06/2024""";"7";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""292292 - GAXETA MOLYTHANE POLYPAK TIPO B 25002375-375 B""";;"=""Almox Central""";"150";"13,1";"0";"0";"0";"0";"2156,59";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271797 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210029 - ANEL O'RING 2-047 (USAR PARKER)""";;"=""Almox Central""";"150";"1,05";"0";"0";"0";"0";"165,69";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271800 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""292291 - GAX MOLYTH REF 25002000375""";;"=""Almox Central""";"300";"9,5";"0";"0";"0";"0";"3127,88";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271792 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210027 - ANEL O'RING 2-026""";;"=""Almox Central""";"300";"0,13";"0";"0";"0";"0";"41,03";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271795 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210019 - ANEL GUIA MOLYGARD 6W2-2612-500""";;"=""Almox Central""";"150";"23";"0";"0";"0";"0";"3629,4";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271796 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210028 - ANEL O'RING 2-029""";;"=""Almox Central""";"150";"0,14";"0";"0";"0";"0";"22,09";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271798 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210161 - ANEL RASPADOR D-2375""";;"=""Almox Central""";"150";"6,65";"0";"0";"0";"0";"1094,76";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271799 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""292048 - GAXETA MOLYTHANE POLYPAK STD 37503750""";;"=""Almox Central""";"200";"21,9";"0";"0";"0";"0";"4607,76";"0";"0";"200";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271801 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""292292 - GAXETA MOLYTHANE POLYPAK TIPO B 25002375-375 B""";;"=""Almox Central""";"150";"13,1";"0";"0";"0";"0";"2156,59";"0";"0";"150";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271790 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210013 - ANEL GUIA MOLYGARD W2-2250-500 (REF. PARKER)""";;"=""Almox Central""";"300";"8,45";"0";"0";"0";"0";"2617,39";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271791 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210026 - ANEL O'RING 2-045 (USAR PARKER)""";;"=""Almox Central""";"300";"0,95";"0";"0";"0";"0";"299,82";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271793 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""210160 - ANEL RASPADOR     REF D-2000""";;"=""Almox Central""";"300";"5,05";"0";"0";"0";"0";"1662,71";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""SUPREMA - Suprema Vedacao Fixacao Ltda - Epp""";"=""MPC ABP Anéis""";"=""23/10/2024""";"=""90271794 ¹  90271789 ²  """;"=""26/06/2024""";"34";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""292448 - GAX MOLYTH REF 37503250    MAI""";;"=""Almox Central""";"300";"22";"0";"0";"0";"0";"7243,5";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""VOBER - Vober Indústria E Comércio Ltda.""";"=""MPC Cubos Fundidos""";"=""13/09/2024""";"=""91206733 ¹  91206732 ²  """;"=""08/08/2024""";"-6";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222401 - CUBO RODA F. FUND. NOD. GGG-50"""" F6""";"=""Vober 20010343""";"=""Almox Central""";"450";"126";"0";"0";"0";"0";"58542,75";"0";"0";"450";;;;;;;
"=""SDE""";"=""SP""";"=""VOBER - Vober Indústria E Comércio Ltda.""";"=""MPC Cubos Fundidos""";"=""16/09/2024""";"=""92060205 ¹  90914457 ²  """;"=""29/07/2024""";"-3";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222401 - CUBO RODA F. FUND. NOD. GGG-50"""" F6""";"=""Vober 20010343""";"=""Almox Central""";"419";"126";"0";"0";"0";"0";"54509,81";"0";"0";"419";;;;;;;
"=""SDE""";"=""SP""";"=""VOBER - Vober Indústria E Comércio Ltda.""";"=""MPC Cubos Fundidos""";"=""16/09/2024""";"=""92060204 ¹  90914457 ²  """;"=""29/07/2024""";"-3";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222402 - CUBO RODA F. FUND. NOD. GGG-50"""" FA4/CBHM""";"=""Vober 20010339""";"=""Almox Central""";"393";"138";"0";"0";"0";"0";"55996,61";"0";"0";"393";;;;;;;
"=""SDE""";"=""SP""";"=""VOBER - Vober Indústria E Comércio Ltda.""";"=""MPC Cubos Fundidos""";"=""18/10/2024""";"=""91619467 ¹  91619460 ²  """;"=""27/08/2024""";"29";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222402 - CUBO RODA F. FUND. NOD. GGG-50"""" FA4/CBHM""";"=""Vober 20010339""";"=""Almox Central""";"400";"138";"0";"0";"0";"0";"56994";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""VOBER - Vober Indústria E Comércio Ltda.""";"=""MPC Cubos Fundidos""";"=""25/10/2024""";"=""91619486 ¹  91619479 ²  """;"=""27/08/2024""";"36";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""222401 - CUBO RODA F. FUND. NOD. GGG-50"""" F6""";"=""Vober 20010343""";"=""Almox Central""";"400";"126";"0";"0";"0";"0";"52038";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""WEG-CESTARI SP - Weg-cestari Redutores E Motoredutores S/a.""";"=""MPC Diversos Outros""";"=""11/09/2024""";"=""91335029 ¹  91335025 ²  """;"=""14/08/2024""";"-8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200437 - MOTORREDUTOR ENGRENAGENS HELICOIDAIS C09 2 1:39,6 NAA 112M 7.5 cv 04 60Hz - 17550752""";;"=""Almox Central""";"3";"9524,91";"0";"0";"0";"0";"28574,73";"0";"0";"3";;;;;;;
"=""SDE""";"=""SP""";"=""WEG-CESTARI SP - Weg-cestari Redutores E Motoredutores S/a.""";"=""MPC Diversos Outros""";"=""11/09/2024""";"=""91335032 ¹  91335025 ²  """;"=""14/08/2024""";"-8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200088 - MOTOREDUTOR CÓD. G54240BK00DAW""";"=""1558844001 MOTORREDUTOR ENGRENAGENS HIBRIDAS G54 2 1:95,2 BCA 80 1.5 cv 04 60Hz""";"=""Almox Central""";"3";"3878,61";"0";"0";"0";"0";"11635,83";"0";"0";"3";;;;;;;
"=""SDE""";"=""SP""";"=""WHITE MARTINS - SP - White Martins Gases Ind Ltda""";"=""MM Mecânica Diversos""";"=""29/08/2024""";"=""91672631 ¹  91672630 ²  """;"=""29/08/2024""";"-21";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""548774 - BOTÃO SELETOR DE PROCESSO""";"=""PROVISÃO SOLICITADO PELA MANUTENÇÃO""";"=""CC Manutenção""";"4";"315,67";"0";"0";"0";"0";"1262,68";"0";"0";"4";;;;;;;
"=""SDE""";"=""SP""";"=""WHITE MARTINS - SP - White Martins Gases Ind Ltda""";"=""MUC Custo Industrial""";"=""09/09/2024""";"=""91855045 ¹  91855044 ²  """;"=""05/09/2024""";"-10";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""533892MEG - BICO 130A (MEG220182)""";"=""Bico HPR 130A - Aco carbono""";"=""Almox Central""";"30";"125,7927";"0";"0";"0";"0";"3773,78";"0";"0";"30";;;;;;;
"=""SUL""";"=""PR""";"=""CAPITAL BONÉS - R N Bordados - Eireli""";"=""MUC Expediente""";"=""01/12/2024""";"=""91466254 ¹  91466253 ²  """;"=""21/08/2024""";"73";"=""C Serviço""";"=""Cemag""";"=""Matriz""";"=""MATERIAL PROMOCIONAL - MATERIAL PROMOCIONAL""";"=""Material promocional Bonés  1000 un""";"=""CC MARKETING""";"1";"13400";"0";"0";"0";"0";"13400";"0";"0";"1";;;;;;;
"=""SUL""";"=""PR""";"=""RENNER - RENNER HERRMANN S.A.""";"=""MS Tintas Pigmentos""";"=""27/09/2024""";"=""91878053 ¹  91878051 ²  """;"=""06/09/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""313131 - ESM. PU ACRILICO LARANJA""";"=""13 GALÕES C/ 20L CADA PU ACR HG LARANJA CEMAG - RH00113149.63""";"=""Almox Central""";"260";"34,9604";"0";"0";"0";"0";"9385,12";"0";"0";"260";;;;;;;
"=""SUL""";"=""PR""";"=""RENNER - RENNER HERRMANN S.A.""";"=""MS Tintas Pigmentos""";"=""27/09/2024""";"=""91878052 ¹  91878051 ²  """;"=""06/09/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""313132 - REDUTOR PARA PU""";"=""16 GALÕES C/ 05L CADA DO DILUENTE P/ RETHANE CÓD. 4400000.50.""";"=""Almox Central""";"80";"18,396";"0";"0";"0";"0";"1567,34";"0";"0";"80";;;;;;;
"=""SUL""";"=""PR""";"=""RENNER - RENNER HERRMANN S.A.""";"=""MS Tintas Solventes""";"=""27/09/2024""";"=""91878055 ¹  91878051 ²  """;"=""06/09/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""313210 - CATALISADOR PU 1/1 5058 COMP B""";"=""13 LATAS C/ 3,33L CADA DO CATALISADOR PU HG CÓD. RHC458.01.""";"=""Almox Central""";"43,29";"39,9442";"0";"0";"0";"0";"1785,38";"0";"0";"43,29";;;;;;;
"=""SUL""";"=""RS""";"=""COMLINK EQUIPAMENTOS ELET - COMLINK EQUIPAMENTOS ELETRONICOS LTDA""";"=""MPC Diversos Outros""";"=""16/09/2024""";"=""91268517 ¹  91268516 ²  """;"=""12/08/2024""";"-3";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""402711 - CONTROLE REMOTO MCF""";;"=""Almox Central""";"1";"3100";"0";"0";"0";"0";"3503";"0";"0";"1";;;;;;;
"=""SUL""";"=""RS""";"=""HIDRAULICOS TUTTO LTDA - Tutto Hidraulicos Eirelli""";"=""MPC Cilindros Hidraulicos""";"=""20/09/2024""";"=""91504584 ¹  91504577 ²  """;"=""23/08/2024""";"1";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""240471 - CILINDRO TELESCÓPICO CBH 6T 10 OC NV""";"=""(V3562-000)""";"=""Almox Central""";"50";"1573,41";"0";"0";"0";"0";"78670,5";"0";"0";"50";;;;;;;
"=""SUL""";"=""RS""";"=""ROBUSTEC - Robustec Ind E Com Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""29/10/2024""";"=""90737158 ¹  90737157 ²  """;"=""17/07/2024""";"40";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""240634 - MACACO MOD. RAL-611 (CBHs)""";;"=""Almox Central""";"250";"168,34";"0";"0";"0";"0";"42485";"0";"0";"250";;;;;;;
"=""SUL""";"=""RS""";"=""ROBUSTEC - Robustec Ind E Com Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""05/12/2024""";"=""90737612 ¹  90737611 ²  """;"=""17/07/2024""";"77";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""240634 - MACACO MOD. RAL-611 (CBHs)""";;"=""Almox Central""";"250";"168,34";"0";"0";"0";"0";"42485";"0";"0";"250";;;;;;;
"=""SUL""";"=""RS""";"=""RODA FORTE - Roda Forte Industria E Comercio de Componentes Agricolas Ltda""";"=""MPC PR Rodas e Aros""";"=""11/10/2024""";"=""91863244 ¹  91863237 ²  """;"=""04/09/2024""";"22";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""214104 - RODA 6 FUROS RS (PARAF. 1/2)""";"=""8000-3398 | palete 54""";"=""Almox Central""";"216";"215,03";"0";"0";"0";"0";"47955,99";"0";"0";"216";;;;;;;
"=""SUL""";"=""RS""";"=""RODA FORTE - Roda Forte Industria E Comercio de Componentes Agricolas Ltda""";"=""MPC PR Rodas e Aros""";"=""16/10/2024""";"=""92090535 ¹  92090527 ²  """;"=""12/09/2024""";"27";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""262728 - RODA ARO K 5 X 14"""" - 6 FUROS""";"=""8000-3224""";"=""Almox Central""";"100";"196,6";"0";"0";"0";"0";"20298,95";"0";"0";"100";;;;;;;
"=""SUL""";"=""RS""";"=""WEG-CESTARI RS - Weg-cestari Redutores E Motorredutores S.a.""";"=""MPC Diversos Outros""";"=""30/10/2024""";"=""91335000 ¹  91334987 ²  """;"=""14/08/2024""";"41";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200055 - MOTOREDUTOR ESTEIRA DE REFUG CÓD. M0512603V7CAW1""";"=""1558520296 MOTORREDUTOR COROA E ROSCA SEM FIM WCR51 1 1:15 PAJ 80 1 cv 04 60Hz""";"=""Almox Central""";"3";"1962,37";"0";"0";"0";"0";"5887,11";"0";"0";"3";;;;;;;
