"=""1o. Agrupamento""";"=""2o. Agrupamento""";"=""3o. Agrupamento""";"=""4o. Agrupamento""";"=""5o. Agrupamento""";"=""Chave ¹   Ch Criação ²""";"=""Emissão""";"=""Dias Entrega""";"=""Classe""";"=""Estabelecimento""";"=""Loc Escrit""";"=""Recurso""";"=""Observação""";"=""Núcleo""";"=""Qde Ped""";"=""Unitário""";"=""Desc Venda""";"=""% Venda""";"=""Desc Item""";"=""% Item""";"=""Total""";"=""Qde Atend""";"=""Qde Canc""";"=""Qde Pend""";"=""Baixa""";"=""Movimentação""";"=""DP""";"=""Tipo""";"=""Número""";"=""Qde Baixa""";"=""Op. Vinculada"""
"=""SDE""";"=""SP""";"=""ARCOM - ARCOM MÁQUINAS  E FERRAMENTAS LTDA""";"=""MPC Diversos Tubos e Conexões""";"=""13/09/2024""";"=""92129017 ¹  92128977 ²  """;"=""03/09/2024""";"-6";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""504898 - COTOVELO MACHO GIRATÓRIO L""";"=""[PL12-G02] COTOVELO MACHO GIRATORIO L 12X1/4""""""";"=""CC Manutenção""";"10";"6,25";"0";"0";"0";"0";"62,5";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""ARCOM - ARCOM MÁQUINAS  E FERRAMENTAS LTDA""";"=""MPC Diversos Tubos e Conexões""";"=""13/09/2024""";"=""92129001 ¹  92128977 ²  """;"=""03/09/2024""";"-6";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""504898 - COTOVELO MACHO GIRATÓRIO L""";"=""[PL04-G01] COTOVELO MACHO GIRATORIO L 4X1/8""""""";"=""CC Manutenção""";"5";"3,63";"0";"0";"0";"0";"18,15";"0";"0";"5";;;;;;;
"=""SDE""";"=""SP""";"=""ARCOM - ARCOM MÁQUINAS  E FERRAMENTAS LTDA""";"=""MPC Diversos Tubos e Conexões""";"=""13/09/2024""";"=""92129008 ¹  92128977 ²  """;"=""03/09/2024""";"-6";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""504898 - COTOVELO MACHO GIRATÓRIO L""";"=""[PL06-G02] COTOVELO MACHO GIRATORIO L 6X1/4""""""";"=""CC Manutenção""";"10";"3,78";"0";"0";"0";"0";"37,8";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""ARCOM - ARCOM MÁQUINAS  E FERRAMENTAS LTDA""";"=""MPC Diversos Tubos e Conexões""";"=""13/09/2024""";"=""92129012 ¹  92128977 ²  """;"=""03/09/2024""";"-6";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""504898 - COTOVELO MACHO GIRATÓRIO L""";"=""[PL08-G01] COTOVELO MACHO GIRATORIO L 8X1/8""""""";"=""CC Manutenção""";"5";"3,64";"0";"0";"0";"0";"18,2";"0";"0";"5";;;;;;;
"=""SDE""";"=""SP""";"=""BARANA - Industria E Comércio Barana Ltda.""";"=""MPC Diversos Outros""";"=""12/10/2024""";"=""92250224 ¹  92250223 ²  """;"=""18/09/2024""";"23";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200220 - ESCOVA EM NYLON 0,40 PRETO PP CÓD.05.225.00.000""";"=""ESCOVA EM NYLON 0,40 PRETO PP COMP 1500 MM X BASE 90 MM FURO 48 MM X Ø EXT 178 MM""";"=""Almox Central""";"18";"1200";"0";"0";"0";"0";"21600";"0";"0";"18";;;;;;;
"=""SDE""";"=""SP""";"=""BELENUS - Belenus do Brasil S.a""";"=""MPC MDC Cabos Aço Clips""";"=""17/10/2024""";"=""90334850 ¹  90334849 ²  """;"=""28/06/2024""";"28";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""232300 - GRAMPO P/ CABO DE ACO 3/16""""""";;"=""Almox Central""";"400";"0,35";"0";"0";"0";"0";"147";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""BELENUS - Belenus do Brasil S.a""";"=""MPC MDC Cabos Aço Clips""";"=""17/10/2024""";"=""90334851 ¹  90334849 ²  """;"=""28/06/2024""";"28";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""299108 - CABO DE ACO 3/16"""" GALV. 6X7 + AF.""";;"=""Almox Central""";"500";"1,91";"0";"0";"0";"0";"1048,11";"0";"0";"500";;;;;;;
"=""SDE""";"=""SP""";"=""DIAL DRIN - DIAL DRIN PRODUTOS QUÍMIDOS LTDA""";"=""MS Tintas Solventes""";"=""10/10/2024""";"=""90828872 ¹  90828871 ²  """;"=""24/07/2024""";"21";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""487873 - DETER-SOLV 15 (PARA LIMPEZA DE PEÇAS)""";"=""03 TAMBORES C/ 200 LITROS CADA""";"=""Almox Central""";"600";"18,5";"0";"0";"0";"0";"11100";"0";"0";"600";;;;;;;
"=""SDE""";"=""SP""";"=""DIAL DRIN - DIAL DRIN PRODUTOS QUÍMIDOS LTDA""";"=""MS Tintas Solventes""";"=""14/11/2024""";"=""90828886 ¹  90828885 ²  """;"=""24/07/2024""";"56";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""487873 - DETER-SOLV 15 (PARA LIMPEZA DE PEÇAS)""";"=""02 TAMBORES C/ 200 LITROS CADA""";"=""Almox Central""";"400";"18,5";"0";"0";"0";"0";"7400";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""ESSENTRA - Essentra Industria E Comercio Ltda.""";"=""MPC Diversos Outros""";"=""24/09/2024""";"=""92250214 ¹  92250213 ²  """;"=""18/09/2024""";"5";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""240662 - PUXADOR HANDLE GRAB 152MM LENGTH COVER TYPE NYLON BLACK SPECIAL BULK""";;"=""Almox Central""";"24";"26,23";"0";"0";"0";"0";"649,98";"0";"0";"24";;;;;;;
"=""SDE""";"=""SP""";"=""FAGOR - Fagor Automation do Brasil Com. Imp. Exp. Ltda.""";"=""MM Mecânica Diversos""";"=""12/09/2024""";"=""92126910 ¹  92126909 ²  """;"=""27/08/2024""";"-7";"=""C P Consumo C IPI""";"=""Cemag""";"=""Matriz""";"=""599999 - CP MAT. P/ MANUTENÇÃO INDUSTRIAL""";"=""CHAVE ROTATIVA FEED-15/55 SWITCH // 1 UNID - 1.699,00 CHAVE ROTATIVA HOG-9/55 SWITCH // 1 UNID - 1699,00 VALOR SEM IPI / COM ISS: R$3398,00 VALOR COM IPI / COM ISS: R$9729,30""";"=""CC Manutenção""";"1";"3398";"0";"0";"0";"0";"3729,3";"0";"0";"1";;;;;;;
"=""SDE""";"=""SP""";"=""FUSI - CORRENTES EDUARDO FUSI LTDA.""";"=""MPC CCP Correntes""";"=""17/09/2024""";"=""90334864 ¹  90334863 ²  """;"=""28/06/2024""";"-2";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""226105 - CORRENTE ELO 3/16 F. POLIDO""";"=""COR.SOLD.POL.5,0MM 3/16 ELO LONGO""";"=""Almox Central""";"300";"13,48";"0";"0";"0";"0";"4438,29";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""FUSI - CORRENTES EDUARDO FUSI LTDA.""";"=""MPC CCP Correntes""";"=""11/10/2024""";"=""92090329 ¹  92090328 ²  """;"=""12/09/2024""";"22";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""226108 - CORRENTE ELO 3/4 GALV.""";;"=""Almox Central""";"75";"20,196";"0";"0";"0";"0";"1662,38";"0";"0";"75";;;;;;;
"=""SDE""";"=""SP""";"=""FUSI - CORRENTES EDUARDO FUSI LTDA.""";"=""MPC CCP Correntes""";"=""14/11/2024""";"=""90334893 ¹  90334892 ²  """;"=""28/06/2024""";"56";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""226105 - CORRENTE ELO 3/16 F. POLIDO""";"=""COR.SOLD.POL.5,0MM 3/16 ELO LONGO""";"=""Almox Central""";"300";"13,48";"0";"0";"0";"0";"4438,29";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""GARCIQUÍMICA - Garciquímica Comercio de Produtos Químicos Ltda""";"=""MS Tintas Diversos""";"=""03/10/2024""";"=""91685532 ¹  91685531 ²  """;"=""02/09/2024""";"14";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""318169 - BONDERITE C-AK L 95 (desengraxante)""";"=""05 BOMBONAS C/ 65KG CADA""";"=""Almox Central""";"325";"24,21";"0";"0";"0";"0";"7868,25";"0";"0";"325";;;;;;;
"=""SDE""";"=""SP""";"=""GARCIQUÍMICA - Garciquímica Comercio de Produtos Químicos Ltda""";"=""MS Tintas Diversos""";"=""10/10/2024""";"=""91626860 ¹  91626858 ²  """;"=""27/08/2024""";"21";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""318169 - BONDERITE C-AK L 95 (desengraxante)""";"=""02 BOMBONAS C/ 65KG CADA""";"=""Almox Central""";"130";"24,21";"0";"0";"0";"0";"3147,3";"0";"0";"130";;;;;;;
"=""SDE""";"=""SP""";"=""GARCIQUÍMICA - Garciquímica Comercio de Produtos Químicos Ltda""";"=""MS Tintas Diversos""";"=""10/10/2024""";"=""91626863 ¹  91626858 ²  """;"=""27/08/2024""";"21";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""318173 - BONDERITE M-FE F212 BO (fosfatizante)""";"=""04 BOMBONAS C/ 60KG CADA""";"=""Almox Central""";"240";"20,72";"0";"0";"0";"0";"4972,8";"0";"0";"240";;;;;;;
"=""SDE""";"=""SP""";"=""GARCIQUÍMICA - Garciquímica Comercio de Produtos Químicos Ltda""";"=""MS Tintas Diversos""";"=""10/10/2024""";"=""91626872 ¹  91626858 ²  """;"=""27/08/2024""";"21";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""318170 - BONDERITE C-AD B 725 (aditivo)""";"=""02 BOMBONAS C/ 50KG""";"=""Almox Central""";"100";"33,48";"0";"0";"0";"0";"3348";"0";"0";"100";;;;;;;
"=""SDE""";"=""SP""";"=""GEAR TECNOLOGIA - Gear Tecnologia Industrial Ltda.""";"=""MPC CBM Cardans e Comp Diversos""";"=""20/09/2024""";"=""91368899 ¹  91368898 ²  """;"=""16/08/2024""";"1";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200391 - KIT BOMBA MULTI-FLEX SEMI-COMPLETO (SEM GAIOLA)""";"=""C/ PLATAFORMA P/CARRETA TANQUE COM CANHÃO 1.1/2; ESGUICHO MANUAL;; IRRIGADOR LATERAL; ENGATE RÁPIDO E PONTEIRA E ESGUICHO COM PRATO""";"=""Almox Central""";"10";"7040";"0";"0";"0";"0";"71540";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""GEAR TECNOLOGIA - Gear Tecnologia Industrial Ltda.""";"=""MPC CBM Cardans e Comp Diversos""";"=""15/10/2024""";"=""92090370 ¹  92090369 ²  """;"=""12/09/2024""";"26";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200391 - KIT BOMBA MULTI-FLEX SEMI-COMPLETO (SEM GAIOLA)""";"=""C/ PLATAFORMA P/CARRETA TANQUE COM CANHÃO 1.1/2; ESGUICHO MANUAL;; IRRIGADOR LATERAL; ENGATE RÁPIDO E PONTEIRA E ESGUICHO COM PRATO""";"=""Almox Central""";"10";"7040";"0";"0";"0";"0";"71540";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""GUARU-AÇO - GUARU-AÇO INDUSTRIA E COMÉRCIO LTDA""";"=""MM Mecânica Diversos""";"=""18/09/2024""";"=""92095128 ¹  92095127 ²  """;"=""12/09/2024""";"-1";"=""C p Consumo""";"=""Cemag""";"=""Matriz""";"=""500618 - ESTICADOR CATRACÃO CROMADO/TEMPERADO""";;"=""Almox Central""";"1";"1880";"0";"0";"0";"0";"1880";"0";"0";"1";;;;;;;
"=""SDE""";"=""SP""";"=""HAAS FACTORY OUTLET SUL C - HAAS FACTORY OUTLET SUL COMERCIO DE MAQUINAS-FERRAMENTAS E SERVICOS LTDA""";"=""MUC Custo Industrial""";"=""31/10/2024""";"=""91762503 ¹  91762500 ²  """;"=""02/09/2024""";"42";"=""C p Consumo ST""";"=""Cemag""";"=""Matriz""";"=""534568 - BICO ESPECIAL 1.4 P/ LASER JFY (PLAQUETA 1550)""";"=""cabeçote precitec""";"=""Almox Central""";"10";"60";"0";"0";"0";"0";"600";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""HAAS FACTORY OUTLET SUL C - HAAS FACTORY OUTLET SUL COMERCIO DE MAQUINAS-FERRAMENTAS E SERVICOS LTDA""";"=""MUC Custo Industrial""";"=""31/10/2024""";"=""91762504 ¹  91762500 ²  """;"=""02/09/2024""";"42";"=""C p Consumo ST""";"=""Cemag""";"=""Matriz""";"=""534569 - BICO ESPECIAL 1.6 P/ LASER JFY (PLAQUETA 1550)""";"=""cabeçote precitec""";"=""Almox Central""";"10";"60";"0";"0";"0";"0";"600";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""HENNINGS VEDAÇÕES - Hennings Vedações Hidraulicas Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""21/10/2024""";"=""90286815 ¹  90286814 ²  """;"=""27/06/2024""";"32";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""240233 - MANG A/P SAE-100 3/8"""" X 400 TERM. 90° JIC 3/4""""FEMEA X RETO JIC 3/4"""" UNF FEMEA""";;"=""Almox Central""";"50";"22,07";"0";"0";"0";"0";"1175,23";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""HENNINGS VEDAÇÕES - Hennings Vedações Hidraulicas Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""21/10/2024""";"=""90286816 ¹  90286814 ²  """;"=""27/06/2024""";"32";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""240229 - MANG A/P SAE-100 3/8"""" x 400mm TERM. RETO/RETO JIC 3/4""""""";;"=""Almox Central""";"300";"17,76";"0";"0";"0";"0";"5674,32";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""HENNINGS VEDAÇÕES - Hennings Vedações Hidraulicas Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""14/11/2024""";"=""90298590 ¹  90298588 ²  """;"=""27/06/2024""";"56";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""240229 - MANG A/P SAE-100 3/8"""" x 400mm TERM. RETO/RETO JIC 3/4""""""";;"=""Almox Central""";"300";"17,76";"0";"0";"0";"0";"5674,32";"0";"0";"300";;;;;;;
"=""SDE""";"=""SP""";"=""HENNINGS VEDAÇÕES - Hennings Vedações Hidraulicas Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""14/11/2024""";"=""90298589 ¹  90298588 ²  """;"=""27/06/2024""";"56";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""240233 - MANG A/P SAE-100 3/8"""" X 400 TERM. 90° JIC 3/4""""FEMEA X RETO JIC 3/4"""" UNF FEMEA""";;"=""Almox Central""";"50";"22,07";"0";"0";"0";"0";"1175,23";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""LIDER MOLAS - Lider Molas Americana Ltda Epp""";"=""MPC MDC Molas""";"=""17/10/2024""";"=""90334963 ¹  90334962 ²  """;"=""28/06/2024""";"28";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""238405 - MOLA DA TRAVA DA CBHM""";;"=""Almox Central""";"690";"1,92";"0";"0";"0";"0";"1453,97";"0";"0";"690";;;;;;;
"=""SDE""";"=""SP""";"=""LIDER MOLAS - Lider Molas Americana Ltda Epp""";"=""MPC MDC Molas""";"=""18/11/2024""";"=""90334939 ¹  90334938 ²  """;"=""28/06/2024""";"60";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""238405 - MOLA DA TRAVA DA CBHM""";;"=""Almox Central""";"500";"1,92";"0";"0";"0";"0";"1104";"0";"0";"500";;;;;;;
"=""SDE""";"=""SP""";"=""LIDER MOLAS - Lider Molas Americana Ltda Epp""";"=""MPC MDC Molas""";"=""18/11/2024""";"=""90334940 ¹  90334938 ²  """;"=""28/06/2024""";"60";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""238406 - MOLA - COMPL GUIA DO ÊMBOLO - CARR MELÃO 025086""";;"=""Almox Central""";"50";"113";"0";"0";"0";"0";"6497,5";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""MARVITUBOS - RIB - Marvitubos Tubos E Peças Hidrául. Ltda""";"=""MPC Cilindros Hidraulicos""";"=""13/09/2024""";"=""91504759 ¹  91504750 ²  """;"=""26/08/2024""";"-6";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""222433 - TUBO TCH 114,30 X 101,60 X 06 ST52 IMP BRUN 4 - CBH/CBHM 5t / 7t""";"=""PROJETO 490 mm (cod marv 10107 / 5327)""";"=""Almox Central""";"100";"210,95";"0";"0";"0";"0";"24305,16";"0";"0";"100";;;;;;;
"=""SDE""";"=""SP""";"=""MARVITUBOS - RIB - Marvitubos Tubos E Peças Hidrául. Ltda""";"=""MPC Cilindros Hidraulicos""";"=""13/09/2024""";"=""91504760 ¹  91504750 ²  """;"=""26/08/2024""";"-6";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""222434 - AÇO MT 50.8 CROMADO SAE 1045 NORMAL 2"""" - CBH/CBHM 5t / 7t""";"=""PROJETO 520 mm (cod marv 7560)""";"=""Almox Central""";"100";"207,48";"0";"0";"0";"0";"23152,89";"0";"0";"100";;;;;;;
"=""SDE""";"=""SP""";"=""MASTERPARTS - Masterparts Indústria E Comércio de Peças Ltda. - Me""";"=""MPC PA Arruelas Diversas""";"=""24/09/2024""";"=""92126135 ¹  92126134 ²  """;"=""12/09/2024""";"5";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""212099 - ARRUELA LISA 1/2"""" ZB CHANFRA. # 1/8""""""";;"=""Almox Central""";"2000";"0,7";"0";"0";"0";"0";"1400";"0";"0";"2000";;;;;;;
"=""SDE""";"=""SP""";"=""MEGAPLASMA - MEGAPLASMA COMERCIAL LTDA.""";"=""MS Oleos Diversos""";"=""04/10/2024""";"=""90891692 ¹  90891691 ²  """;"=""29/07/2024""";"15";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""350023 - ANTI-RESPINGO DE SOLDA LIQUIDO SPATTER OFF""";"=""02 TB C/ 200L SPATTER OFF ANTI RESPINGO DE SOLDA LIQUIDO CÓD. SOL200L S/ SILICONE.""";"=""Almox Central""";"400";"17,85";"0";"0";"0";"0";"7140";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""NOVA HIDRAULICA - Nova Hidraulica Comercio E Distribuidora Ltda""";"=""MPC Diversos Valvulas de Gaveta""";"=""21/10/2024""";"=""90298614 ¹  90298612 ²  """;"=""27/06/2024""";"32";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""298876 - MACHO  ENG RÁPIDO DE 1/2"""" C/PROTETOR""";;"=""Almox Central""";"400";"13,5";"0";"0";"0";"0";"5400";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""NOVA HIDRAULICA - Nova Hidraulica Comercio E Distribuidora Ltda""";"=""MPC Diversos Valvulas de Gaveta""";"=""14/11/2024""";"=""90298654 ¹  90298652 ²  """;"=""27/06/2024""";"56";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""298876 - MACHO  ENG RÁPIDO DE 1/2"""" C/PROTETOR""";;"=""Almox Central""";"400";"13,5";"0";"0";"0";"0";"5400";"0";"0";"400";;;;;;;
"=""SDE""";"=""SP""";"=""NOVA HIDRAULICA - Nova Hidraulica Comercio E Distribuidora Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""21/10/2024""";"=""90298613 ¹  90298612 ²  """;"=""27/06/2024""";"32";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""240084 - TEE C/PORCA ANILHA 3/4 16F UNF""";;"=""Almox Central""";"50";"39";"0";"0";"0";"0";"1950";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""NOVA HIDRAULICA - Nova Hidraulica Comercio E Distribuidora Ltda""";"=""MPC Especiais Ferrs p Carrs Macacos Mangueiras""";"=""14/11/2024""";"=""90298653 ¹  90298652 ²  """;"=""27/06/2024""";"56";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""240084 - TEE C/PORCA ANILHA 3/4 16F UNF""";;"=""Almox Central""";"50";"39";"0";"0";"0";"0";"1950";"0";"0";"50";;;;;;;
"=""SDE""";"=""SP""";"=""PETROLUMA - Petroluma Industria E Comercio Ltda - Me""";"=""MS Oleos p Corte""";"=""19/09/2024""";"=""90891616 ¹  90891615 ²  """;"=""24/07/2024""";"0";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""802050 - OLEO SOLUVEL""";"=""03 TAMBORES C/ 200L.""";"=""Almox Central""";"600";"17,75";"0";"0";"0";"0";"10650";"0";"0";"600";;;;;;;
"=""SDE""";"=""SP""";"=""PETROLUMA - Petroluma Industria E Comercio Ltda - Me""";"=""MS Oleos p Corte""";"=""14/11/2024""";"=""90891630 ¹  90891629 ²  """;"=""24/07/2024""";"56";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""802050 - OLEO SOLUVEL""";"=""03 TAMBORES C/ 200L.""";"=""Almox Central""";"600";"17,75";"0";"0";"0";"0";"10650";"0";"0";"600";;;;;;;
"=""SDE""";"=""SP""";"=""PIRACICABA ELETRODIESEL - Piracicaba Eletrodiesel Ltda""";"=""MPC Diversos Outros""";"=""18/09/2024""";"=""92152939 ¹  92152932 ²  """;"=""16/09/2024""";"-1";"=""C de Prod Imp Industrializ""";"=""Cemag""";"=""Matriz""";"=""222105 - VALVULA CONTRA BALANCO DUPLA- ATE 60 LITROS ATE 350 BAR ROSCAS 3/4 UNF""";"=""Código fornecedor: VCBDLA0430VH""";"=""Almox Central""";"20";"890";"0";"0";"0";"0";"17800";"0";"0";"20";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Chapas Diversas""";"=""27/09/2024""";"=""91649906 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""120016 - CHAPA UHMW 6 X 70 X 3000 MM""";"=""DES.DP0946""";"=""Almox Central""";"70";"135,12";"0";"0";"0";"0";"9931,32";"0";"0";"70";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Chapas Diversas""";"=""27/09/2024""";"=""91649905 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""120018 - CHAPA UHMW 5 X 20 X 190 MM""";"=""DES.DP0946""";"=""Almox Central""";"3303";"4,13";"0";"0";"0";"0";"14323,46";"0";"0";"3303";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Chapas Diversas""";"=""27/09/2024""";"=""91649908 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""120023 - CHAPA UHMW 12 X 1000 X 2500 MM""";"=""#12X1000X2500MM""";"=""Almox Central""";"10";"1454,09";"0";"0";"0";"0";"15267,95";"0";"0";"10";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Diversos""";"=""27/09/2024""";"=""91649911 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""126008 - BARRA UHMW CONF. DES. TRILHO LATERAL CÓD.027995 (Tam= 3830)""";"=""TRILHO LATERAL""";"=""Almox Central""";"27";"281,39";"0";"0";"0";"0";"7977,41";"0";"0";"27";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Diversos""";"=""27/09/2024""";"=""91649912 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""126010 - BARRA UHMW CONF. DES. TRILHO CÓD.027874 (Tam= 2135)""";;"=""Almox Central""";"24";"210,27";"0";"0";"0";"0";"5298,8";"0";"0";"24";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Diversos""";"=""27/09/2024""";"=""91649913 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""126011 - BARRA UHMW CONF. DES. TRILHO CÓD.030208 (Tam= 255)""";;"=""Almox Central""";"12";"27,36";"0";"0";"0";"0";"344,74";"0";"0";"12";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Diversos""";"=""27/09/2024""";"=""91649914 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""120010 - TARUGO NYLON 110 X 1000MM (NYLON 6.0)""";"=""NYLON 6.0""";"=""Almox Central""";"65";"357,0648";"0";"0";"0";"0";"25530,13";"0";"0";"65";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Forjados Nylon Tecnil""";"=""27/09/2024""";"=""91649915 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""117112 - TARUGO NYLON RED. DE 35mm.""";;"=""Almox Central""";"12";"38,19";"0";"0";"0";"0";"504,11";"0";"0";"12";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Forjados Nylon Tecnil""";"=""27/09/2024""";"=""91649930 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""117009 - TECNIL TARUGO 70MM""";"=""MATERIAL EM TECNIL""";"=""Almox Central""";"65";"144,33";"0";"0";"0";"0";"10319,6";"0";"0";"65";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MP Forjados Nylon Tecnil""";"=""27/09/2024""";"=""91649916 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""117006 - TARUGO NYLON RED. DE 30mm.""";;"=""Almox Central""";"8";"48,17";"0";"0";"0";"0";"404,63";"0";"0";"8";;;;;;;
"=""SDE""";"=""SP""";"=""PLASTECNO - Plastecno Representações E Comércio Ltda.""";"=""MPC Diversos Outros""";"=""27/09/2024""";"=""91649909 ¹  91649904 ²  """;"=""28/08/2024""";"8";"=""C p Industrializ""";"=""Cemag""";"=""Matriz""";"=""200294 - TRILHO DA CORRENTE EM UHMW 11 X 34 X 2900 MM CÓD. DES. 028397""";"=""COMP: 2900MM""";"=""Almox Central""";"120";"235,19";"0";"0";"0";"0";"31045,08";"0";"0";"120";;;;;;;
